117	77	75	92
120	88	115	88
106	99	89	55
53	103	95	118
68	63	96	96
54	119	105	98
55	75	105	70
89	80	94	102
108	83	52	53
95	86	108	72
116	83	87	112
104	82	99	74
71	76	54	79
91	68	73	101
118	116	100	105
113	103	69	89
80	66	118	68
59	111	98	68
111	106	112	100
116	69	50	86
58	82	54	56
89	54	88	105
76	114	55	58
69	97	114	86
56	100	111	57
70	103	100	112
100	82	107	79
102	114	89	59
73	109	110	112
54	93	97	54
80	57	53	60
82	105	86	58
115	114	90	77
120	97	64	69
108	103	80	65
71	113	53	65
81	53	98	112
87	93	93	87
94	116	120	88
118	97	114	86
69	79	104	56
69	60	99	56
61	88	93	71
80	92	57	83
118	115	103	69
90	58	118	101
91	70	101	104
66	114	114	66
65	55	109	79
92	54	68	95
107	84	64	113
111	60	52	86
73	111	57	95
103	66	67	73
106	101	87	118
88	95	77	97
100	81	63	104
55	55	90	120
52	61	59	64
71	51	78	80
65	66	80	78
86	89	108	79
89	107	87	67
119	110	73	67
117	88	113	97
81	96	107	102
119	52	84	112
69	83	93	100
95	107	66	87
77	114	58	56
68	94	56	88
103	102	106	69
99	94	58	60
99	104	82	65
86	105	54	56
85	90	72	93
74	52	59	108
58	62	50	71
106	50	54	64
90	112	68	86
110	113	67	97
105	104	109	115
120	72	98	50
96	119	110	115
112	119	110	115
66	111	71	64
83	50	119	120
63	76	96	97
84	89	68	120
56	79	109	55
72	100	78	113
77	65	97	62
87	56	94	102
81	93	93	86
74	68	109	81
107	69	79	50
90	77	81	95
86	116	115	103
71	92	85	82
91	89	52	77
99	107	54	94
68	87	69	89
118	75	70	97
89	93	96	102
98	81	78	94
94	101	76	97
52	52	107	56
66	119	94	72
75	109	66	59
71	88	83	89
103	111	70	96
100	111	67	57
70	111	81	120
55	68	98	76
88	115	90	85
50	67	85	118
119	67	59	81
58	61	80	75
82	76	88	65
58	82	77	97
70	110	53	79
51	53	83	100
116	73	80	68
99	116	78	113
108	52	62	56
87	118	73	98
117	76	101	74
94	58	103	95
90	90	90	106
102	57	102	98
57	79	113	80
55	120	66	119
79	60	63	109
103	66	91	83
59	71	107	54
93	68	119	61
68	55	87	118
65	98	110	58
75	72	83	116
94	73	86	106
87	57	89	102
72	73	90	58
83	114	93	64
90	84	62	67
80	92	72	110
78	101	95	95
91	94	62	99
116	93	100	108
106	110	79	115
87	105	67	109
95	120	77	81
103	66	67	119
106	70	97	109
57	58	79	77
91	55	116	76
105	106	93	69
58	81	107	97
67	90	62	114
56	86	77	103
65	67	105	73
89	69	98	56
110	101	77	106
107	96	68	116
89	88	54	106
109	93	104	57
61	118	66	87
110	79	86	104
110	74	62	106
68	65	63	119
119	76	119	85
94	97	101	86
64	56	103	55
112	61	88	86
75	51	51	50
83	73	89	51
88	106	111	108
70	113	106	71
70	86	66	90
67	72	63	55
118	97	116	89
80	77	93	109
86	101	64	69
55	116	116	107
85	109	93	103
70	99	111	81
114	70	91	115
92	120	82	72
88	111	73	77
95	60	82	90
113	94	55	106
93	90	77	73
101	110	58	93
90	70	75	65
95	96	71	107
114	75	94	110
113	105	71	58
59	78	65	60
71	97	68	54
50	91	80	114
117	73	72	114
64	83	83	87
61	91	56	64
83	95	107	78
51	84	84	68
56	119	77	77
119	114	110	93
89	117	83	55
100	59	69	78
99	108	104	57
118	119	84	56
56	89	109	92
79	67	52	56
103	71	91	84
67	84	80	118
50	130	130	50
86	61	72	102
72	79	58	108
54	111	100	58
97	114	55	64
73	96	84	97
56	84	73	79
73	58	115	74
71	83	95	109
57	86	80	76
101	100	110	107
51	86	111	90
57	59	54	56
60	55	68	93
92	80	69	70
63	98	113	91
89	96	97	88
108	111	88	120
111	101	52	95
114	115	91	111
76	79	102	51
95	78	64	87
93	110	60	63
54	118	100	54
88	68	99	61
110	79	52	93
96	115	95	108
112	57	113	81
102	115	75	108
81	90	82	89
50	73	55	56
80	119	113	91
73	119	108	106
72	113	96	114
51	98	64	66
58	100	56	59
106	80	113	65
107	91	87	120
70	115	72	95
59	116	54	114
105	69	90	53
72	111	59	81
83	67	120	70
65	64	70	82
70	89	106	65
116	91	85	72
96	73	96	120
83	67	78	57
108	70	100	120
81	69	53	92
111	110	103	71
71	62	62	62
117	119	78	108
66	119	61	113
62	92	108	79
52	54	117	105
50	94	55	92
97	108	68	76
56	58	52	70
88	69	63	120
61	109	104	91
95	114	82	52
59	95	82	99
89	53	110	119
112	118	65	98
69	76	79	50
116	74	53	61
80	96	102	93
53	93	88	71
110	105	101	57
61	96	115	92
83	84	104	53
86	104	103	57
83	52	76	80
119	51	98	68
71	94	65	66
87	61	62	103
63	95	113	119
56	100	91	110
70	85	114	101
72	88	83	88
71	61	67	86
106	86	80	105
53	114	78	78
85	98	66	74
79	85	100	103
91	78	117	100
55	98	109	91
110	55	99	99
85	78	101	100
55	85	82	60
95	72	65	63
109	71	108	108
111	75	84	106
92	114	116	107
95	50	82	86
75	117	59	68
55	72	66	74
116	109	58	77
57	71	75	92
69	113	85	99
97	52	87	82
75	71	86	56
57	52	70	116
101	112	89	85
89	118	56	86
78	118	111	95
55	93	61	87
118	79	77	73
58	68	120	52
64	108	62	62
62	111	75	78
100	91	109	64
51	64	84	50
57	89	109	82
120	91	52	112
83	108	119	91
74	55	120	113
66	88	113	72
120	72	112	64
79	88	117	51
74	97	71	85
120	72	117	53
56	124	124	56
68	113	100	60
76	93	70	99
89	104	98	113
89	105	60	68
101	51	98	114
70	56	68	107
72	86	118	59
84	78	56	98
115	119	50	71
86	119	64	50
67	97	85	115
102	108	119	98
61	106	57	79
110	59	81	104
58	108	51	97
95	86	59	75
117	89	106	91
100	104	98	59
98	73	105	86
61	54	53	50
70	64	60	99
85	73	76	67
114	99	92	62
70	119	52	68
72	61	55	69
97	103	67	119
83	95	114	114
107	119	117	94
89	50	81	108
114	67	105	76
64	109	56	94
66	87	70	58
84	54	114	103
98	119	102	62
118	83	68	99
119	114	69	88
105	86	51	101
57	73	50	78
109	77	96	57
119	108	97	95
51	104	73	88
92	88	88	92
98	51	99	70
93	103	78	52
112	91	94	59
110	92	78	112
74	74	57	71
86	106	73	66
62	57	114	114
70	107	58	76
70	117	86	72
62	84	55	93
115	88	83	75
86	63	115	119
93	68	50	113
84	55	59	51
60	73	115	52
53	70	87	68
96	96	69	84
61	112	68	107
99	118	90	119
62	69	95	110
56	66	84	105
57	62	114	93
72	74	100	59
111	119	55	64
91	65	94	112
58	91	52	71
78	60	58	94
98	84	108	71
58	106	70	61
62	73	108	62
96	76	62	57
95	80	81	71
75	90	118	120
85	72	70	90
105	96	73	65
67	83	80	59
54	72	107	113
105	56	118	88
109	95	89	69
86	116	71	73
96	90	91	50
98	114	109	110
104	86	61	68
98	57	103	112
115	119	106	62
108	56	112	55
54	89	85	94
67	80	71	67
54	63	78	75
91	106	95	79
61	93	54	111
94	117	72	101
78	114	53	111
84	110	67	110
85	105	109	74
109	83	78	99
81	73	90	115
85	55	56	95
53	117	108	84
63	73	85	65
112	56	82	102
101	63	85	77
117	90	107	97
71	54	78	78
113	59	52	72
75	60	60	67
98	73	98	85
61	83	102	53
63	51	115	62
85	56	97	78
89	120	94	74
50	106	102	106
117	110	116	101
56	53	70	68
114	84	76	82
109	119	64	62
70	73	95	110
84	89	50	96
101	70	104	100
86	65	107	70
83	105	98	80
78	107	56	104
118	51	97	94
62	110	85	68
75	97	108	106
97	103	94	81
116	71	90	108
109	86	66	55
107	79	100	56
98	119	85	106
71	93	116	67
93	90	90	118
110	103	120	66
93	85	60	57
89	90	92	71
113	63	115	88
107	101	78	108
57	76	55	107
111	98	67	95
93	98	99	101
94	114	98	58
99	52	59	81
78	105	70	120
73	61	79	71
76	54	54	71
101	81	98	105
52	82	104	54
74	112	102	62
96	70	105	73
120	72	63	111
87	108	67	67
70	50	76	53
71	72	65	89
108	95	87	79
70	115	108	60
64	114	83	96
63	76	105	91
77	74	86	84
99	84	51	60
98	112	61	75
82	65	55	106
67	91	79	118
73	107	107	73
52	57	93	53
98	88	112	104
51	53	80	100
96	84	84	96
94	93	80	118
68	72	96	79
78	65	59	89
73	118	70	73
87	108	66	109
106	61	58	75
111	52	116	102
89	81	73	83
64	78	108	70
117	69	60	82
72	103	119	87
100	54	50	58
85	79	58	73
114	66	56	106
109	83	83	106
64	55	101	117
54	75	60	107
99	105	95	60
106	120	97	59
120	71	66	73
70	104	61	50
99	62	79	84
79	85	110	65
87	61	82	57
108	87	54	109
113	70	108	119
115	106	56	56
109	97	112	111
83	105	67	79
113	103	77	76
80	105	71	81
120	60	60	120
54	52	88	61
103	67	74	71
91	102	119	50
87	117	105	100
109	54	102	60
64	59	73	102
111	80	87	69
95	115	103	90
71	83	55	80
104	73	77	97
117	118	73	58
71	94	55	54
57	56	61	103
119	53	113	89
61	87	92	53
98	119	87	87
66	112	77	97
109	108	106	80
110	75	62	85
64	115	93	116
57	66	72	62
86	111	84	111
83	86	57	59
55	66	83	54
111	120	119	59
68	71	61	94
73	85	54	79
77	84	59	104
69	53	97	94
65	104	114	96
117	99	92	88
50	105	101	60
70	109	109	56
95	59	110	113
68	75	78	70
90	87	97	83
103	87	83	84
91	65	77	74
86	53	60	97
92	50	56	81
97	105	78	84
81	75	94	53
61	119	94	111
71	93	89	82
120	60	64	75
92	75	68	102
66	89	77	86
118	73	60	88
92	70	76	83
67	98	95	106
94	88	101	95
62	91	117	104
111	118	118	111
94	98	93	69
90	100	69	93
54	116	101	107
83	105	74	115
53	119	73	99
104	120	80	58
118	109	79	57
118	120	98	80
113	79	79	112
53	71	114	58
111	75	61	117
64	118	101	103
102	61	64	118
120	82	81	93
89	78	118	52
96	97	120	100
97	89	104	93
117	75	96	50
81	91	85	84
119	61	55	114
97	111	117	54
98	101	62	107
50	86	108	81
69	115	75	101
82	66	116	65
81	103	64	62
85	101	115	58
89	112	74	119
63	70	72	55
100	69	56	61
96	63	104	79
113	106	76	83
60	116	116	60
99	62	74	56
120	115	79	62
116	71	109	84
88	63	119	112
73	56	80	73
83	100	61	102
50	95	113	92
62	106	95	112
64	89	106	64
82	105	85	107
99	70	118	94
114	58	71	80
89	109	120	68
85	106	94	107
88	70	106	58
56	120	96	116
86	120	98	79
89	100	105	51
64	109	58	95
64	73	77	76
96	60	113	53
81	116	85	50
82	79	63	61
87	72	114	69
69	107	58	67
77	98	102	93
72	66	99	83
111	83	53	67
68	56	78	64
63	104	119	77
106	54	54	91
110	70	70	110
94	96	115	73
72	79	100	96
81	81	113	59
96	73	68	62
72	87	65	68
71	56	92	71
79	96	68	91
55	75	99	115
72	65	87	73
89	98	84	111
79	94	113	108
62	94	105	92
73	68	85	82
106	96	88	99
96	115	106	92
71	78	83	78
76	92	84	80
74	73	76	96
114	118	64	67
109	83	98	79
103	79	57	105
82	98	56	120
93	54	102	91
106	112	65	79
67	68	64	102
55	52	118	56
102	103	109	71
58	81	68	83
84	91	111	76
59	65	73	75
111	113	84	116
105	59	78	105
63	63	69	90
75	82	107	51
95	64	115	110
73	96	101	119
95	82	119	113
112	114	58	109
59	102	59	75
84	120	83	78
77	98	57	54
70	69	65	54
66	90	96	67
95	86	60	110
53	55	103	80
63	55	50	101
103	118	63	103
113	105	95	118
71	117	89	70
112	95	70	120
115	68	96	106
118	75	92	118
101	85	81	53
66	93	100	63
85	70	117	63
118	56	62	56
97	58	118	67
110	100	87	105
91	50	76	102
53	71	50	89
110	100	91	89
60	111	100	82
83	94	70	77
87	92	78	60
87	76	103	102
103	84	95	55
90	104	98	77
112	82	90	58
102	120	78	80
106	96	83	70
52	102	50	102
62	60	119	117
83	63	69	91
75	117	104	105
111	92	52	80
118	83	110	93
116	69	63	96
120	57	111	92
52	100	52	55
52	90	108	79
86	90	105	77
52	111	70	77
52	56	85	83
99	65	88	63
106	87	104	114
111	81	88	72
95	91	107	120
117	83	59	90
113	103	110	69
62	104	72	108
66	51	105	52
84	73	118	70
64	112	108	103
101	52	72	81
84	97	119	120
114	100	97	76
104	111	118	81
68	113	76	118
120	68	81	114
55	106	118	75
102	71	82	52
80	76	61	88
85	112	112	83
80	112	111	72
58	93	118	117
92	95	54	86
63	59	76	90
102	68	97	114
114	71	109	105
73	57	54	115
66	95	72	60
97	88	74	98
70	54	92	60
97	98	52	63
95	94	51	71
103	78	60	84
52	56	102	90
100	107	81	80
111	116	100	113
87	102	105	66
103	55	85	115
107	104	61	67
92	55	53	105
115	93	59	80
